Scheme Name	Net Asset Value
Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW	12.1553
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth	12.1544
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth	12.1035
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW	12.104
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth	12.51
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout	12.512
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth	12.4126
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout	12.4128
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth	10.5249
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout	10.5249
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth	10.5083
Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout	10.5083
Aditya Birla Sun Life Crisil-IBX AAA NBFC--HFC Index-Dec 2025 Fund-Direct IDCW Payout	10.4938
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Direct Growth	10.4938
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular Growth	10.4748
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular IDCW Payout	10.4748
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth	10.5612
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund-Direct IDCW Payout	10.5612
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth	10.5414
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout	10.5414
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout	10.3458
Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth	10.3551
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout	10.3552
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth	10.3458
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth	10.1879
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout	10.1885
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth	10.1843
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth	17.881
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW	17.8811
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth	17.4353
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW	17.4351
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan	255.5945
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan	250.2104
Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW	26.4244
Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW	25.5692
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth	12.1051
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout	12.1056
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout	12.0376
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth	12.04
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW	23.529
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW	22.9228
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth	23.5294
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth	22.9264
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth	16.5565
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW	16.5463
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth	16.2073
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW	16.221
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth	12.3926
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout	12.3924
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth	12.2668
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout	12.2668
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth	12.3534
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW	12.3536
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth	12.2827
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW	12.2835
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth	12.0676
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW	12.0674
Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth	12.0153
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW	12.0154
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth	12.0785
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW	12.0778
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth	12.0075
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW	12.0074
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW	20.6641
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth	20.6678
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW	20.1419
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth	20.14
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION	11.5314
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION	11.5105
Axis BSE Sensex Index Fund - Direct Plan - Growth	11.3002
Axis BSE Sensex Index Fund - Direct Plan - IDCW	11.3002
Axis BSE Sensex Index Fund - Regular Plan - Growth	11.2238
Axis BSE Sensex Index Fund - Regular Plan - IDCW	11.2238
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth	12.1411
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW	12.1440
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth	12.0857
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW	12.0858
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW	12.0691
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH	12.0693
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH	12.0182
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW	12.0183
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option	11.4153
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - IDCW Option	11.4152
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth Option	11.4030
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - IDCW Option	11.4028
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth	12.2979
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW	12.2975
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth	12.2407
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW	12.2407
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option	10.5200
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option	10.5201
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option	10.5148
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option	10.5148
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option	10.6372
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option	10.6373
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option	10.6139
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option	10.6139
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option	10.4414
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option	10.4443
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option	10.4346
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option	10.4346
Axis Nifty 100 Index Fund - Direct Plan - Growth Option	22.5104
Axis Nifty 100 Index Fund - Direct Plan - IDCW	22.5425
Axis Nifty 100 Index Fund - Regular Plan - Growth Option	21.5542
Axis Nifty 100 Index Fund - Regular Plan - IDCW	21.5555
Axis Nifty 50 Index Fund - Direct Plan - Growth	14.8744
Axis Nifty 50 Index Fund - Direct Plan - IDCW	14.8743
Axis Nifty 50 Index Fund - Regular Plan - Growth Option	14.7292
Axis Nifty 50 Index Fund - Regular Plan - IDCW	14.7292
Axis Nifty 500 Index Fund - Direct Plan - Growth Option	9.9052
Axis Nifty 500 Index Fund - Regular Plan - Growth Option	9.8285
Axis Nifty Bank Index Fund - Direct Plan - Growth Option	11.3527
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option	11.3527
Axis Nifty Bank Index Fund - Regular Plan - Growth Option	11.2545
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option	11.2545
Axis Nifty IT Index Fund - Direct Plan - Growth	12.8200
Axis Nifty IT Index Fund - Direct Plan - IDCW	12.8200
Axis Nifty IT Index Fund - Regular Plan - Growth	12.6609
Axis Nifty IT Index Fund - Regular Plan - IDCW	12.6609
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option	19.2615
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option	19.2608
Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option	18.8202
Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option	18.8202
Axis Nifty Next 50 Index Fund - Direct Plan - Growth	16.4928
Axis Nifty Next 50 Index Fund - Direct Plan - IDCW	16.4925
Axis Nifty Next 50 Index Fund - Regular Plan - Growth	16.1530
Axis Nifty Next 50 Index Fund - Regular Plan - IDCW	16.1529
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth	12.1087
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW	12.1088
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW	12.0713
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth	12.0713
Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option	17.9351
Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	17.9351
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option	17.5203
Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	17.5204
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option	10.7727
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option	10.7469
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option	9.7885
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option	9.7388
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth	10.0410
Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW	10.0410
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth	10.0394
Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW	10.0394
Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth	10.6805
Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW	10.6805
Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth	10.6782
Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW	10.6782
Bandhan BSE Healthcare Index Fund Direct Plan - Growth	9.7820
Bandhan BSE Healthcare Index Fund Regular Plan - Growth	9.7264
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.6581
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW	10.9798
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.6048
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.9178
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH	12.1406
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW	10.5267
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH	12.0642
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW	10.3465
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH	12.2436
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW	10.4728
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH	12.1674
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW	10.4669
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	12.1341
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW	10.4683
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	12.0554
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW	10.4420
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth	13.0804
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW	10.4157
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth	12.9449
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW	10.4097
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.5265
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW	11.2996
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.4555
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.8767
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth	12.9758
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW	10.3610
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth	12.8412
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW	10.3548
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth	10.4261
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW	10.4261
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth	10.4207
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW	10.4207
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.1795
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth	10.1744
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH	15.0626
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW	15.0600
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH	14.8248
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW	14.8271
Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth	9.6258
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth	9.5967
BANDHAN Nifty 50 Index Fund - Regular Plan - Growth	53.2407
BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW	48.3223
BANDHAN Nifty 50 Index Fund-Direct Plan-Growth	54.7755
BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW	49.7849
Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth	8.7473
Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth	8.7153
Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth	9.7267
Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth	9.6909
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth	13.2571
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW	13.2520
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth	13.1201
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW	13.1199
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	10.1216
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	10.0964
Bandhan Nifty Bank Index Fund - Direct Plan - Growth	10.8059
Bandhan Nifty Bank Index Fund - Regular Plan - Growth	10.7423
Bandhan Nifty IT Index Fund - Direct Plan - Growth	12.4441
Bandhan Nifty IT Index Fund - Direct Plan - IDCW	12.4481
Bandhan Nifty IT Index Fund - Regular Plan - Growth	12.3057
Bandhan Nifty IT Index Fund - Regular Plan - IDCW	12.3045
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth	9.4725
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth	9.4276
Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth	11.7385
Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth	11.7171
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth	11.9593
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	11.9592
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth	11.8421
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	11.8426
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth	9.9285
Bandhan Nifty Total Market Index Fund - Regular Plan - Growth	9.8720
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN	15.4134
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN	15.1185
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN	15.3509
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN	15.1181
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN	15.5549
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN	15.2968
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN	15.5396
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN	15.2963
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option	11.5735
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - IDCW option	11.5735
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option	11.5133
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - IDCW option	11.5133
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.0532
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	10.0147
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option	12.0015
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option	10.0000
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option	11.9180
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option	11.9181
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option	12.1869
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option	11.4346
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option	12.1079
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option	11.2901
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Direct Plan - Growth Option	8.0913
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan - Growth Option	8.0624
DSP BSE SENSEX Next 30 Index Fund - Direct - Growth	10.9007
DSP BSE SENSEX Next 30 Index Fund - Direct - IDCW	10.9007
DSP BSE SENSEX Next 30 Index Fund - Regular - Growth	10.8794
DSP BSE SENSEX Next 30 Index Fund - Regular - IDCW	10.8794
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Direct - Growth	12.5653
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Direct - IDCW	12.5653
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Regular - Growth	12.4904
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Regular - IDCW	12.4904
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	25.7646
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW	22.2149
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	24.8284
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW	21.4094
DSP Nifty 50 Index Fund - Direct Plan - Growth	24.1541
DSP Nifty 50 Index Fund - Direct Plan - IDCW	20.6677
DSP Nifty 50 Index Fund - Regular Plan - Growth	23.8588
DSP Nifty 50 Index Fund - Regular Plan - IDCW	20.5236
DSP Nifty Bank Index Fund - Direct - Growth	11.3236
DSP Nifty Bank Index Fund - Regular - Growth	11.2492
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth	14.6096
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW	13.8788
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth	14.3439
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW	13.6144
DSP Nifty Next 50 Index Fund - Direct Plan - Growth	26.3565
DSP Nifty Next 50 Index Fund - Direct Plan - IDCW	22.7608
DSP Nifty Next 50 Index Fund - Regular Plan - Growth	25.8433
DSP Nifty Next 50 Index Fund - Regular Plan - IDCW	22.2645
DSP Nifty Private Bank Index Fund - Direct - Growth	11.3288
DSP Nifty Private Bank Index Fund - Direct - IDCW	11.3288
DSP Nifty Private Bank Index Fund - Regular - Growth	11.3104
DSP Nifty Private Bank Index Fund - Regular - IDCW	11.3104
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth	12.501
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW	12.501
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth	12.4403
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW	12.4403
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth	12.0983
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW	12.0983
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth	12.0484
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW	12.0484
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth	11.6783
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW	11.6783
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth	11.5638
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW	10.9362
DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth	10.0551
DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth	10.0043
Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth	10.0527
Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW	10.0527
Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth	10.0508
Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW	10.0508
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth	13.1113
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option	13.1113
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth	13.0174
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option	13.0177
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth	12.3383
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW	12.3378
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth	12.2594
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW	12.2598
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth	12.4707
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW	12.471
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth	12.3883
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW	12.3883
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth	12.1176
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW	12.1179
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth	11.997
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW	11.9979
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option	10.3185
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option	10.3185
