Scheme Name	Net Asset Value
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option	10.313
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option	10.313
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth	10.518
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout	10.518
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth	10.506
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout	10.506
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout	12.0762
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth	12.0757
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout	12.0022
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth	12.0018
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option	19.2543
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option	18.7563
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth	19.2543
Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth	18.7563
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth	14.436
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW	14.2341
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth	14.1092
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW	14.1083
Edelweiss Nifty 50 Index Fund Direct Plan Growth	14.4924
Edelweiss Nifty 50 Index Fund Direct Plan IDCW	14.2919
Edelweiss Nifty 50 Index Fund Regular Plan Growth	14.0533
Edelweiss Nifty 50 Index Fund Regular Plan IDCW	14.0531
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	9.9523
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout	9.9523
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	9.8744
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout	9.8744
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth	16.5046
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout	16.5047
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth	16.1317
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout	16.1309
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth	17.8511
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW	17.854
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth	17.5371
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW	17.5373
Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth	15.5021
Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW	15.5017
Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth	15.2215
Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW	15.2214
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option	12.8874
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth	12.9844
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option	12.9851
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth	12.8862
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW	12.4418
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth	12.4435
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth	12.3578
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - IDCW	12.3584
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth	17.1391
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	17.1396
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth	16.8474
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	16.8473
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth	9.2253
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - IDCW - Payout	9.2253
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth	9.1897
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - IDCW - Payout	9.1897
Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW	199.5243
Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth	199.4196
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW	189.6160
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth	209.3660
Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth	10.2899
Groww Nifty India Railways PSU Index Fund - Direct Plan - IDCW	10.2899
Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth	10.2715
Groww Nifty India Railways PSU Index Fund - Regular Plan - IDCW	10.2713
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW	10.7814
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth	10.7815
Groww Nifty Non-Cyclical Consumer Index Fund - IDCW	10.7166
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth	10.7177
Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth	10.9968
Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	11.0013
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth	10.9291
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW	10.916
Groww Nifty Total Market Index Fund - Direct Plan - Growth	13.5751
Groww Nifty Total Market Index Fund - Direct Plan - IDCW	13.5747
Groww Nifty Total Market Index Fund - Regular Plan - Growth	13.4175
Groww Nifty Total Market Index Fund - Regular Plan - IDCW	13.4182
HDFC BSE 500 Index Fund - Regular Plan - Growth Option	15.115
HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan	15.3083
HDFC BSE Sensex Index Fund - Direct Plan	770.6941
HDFC BSE Sensex Index Fund - Growth Plan	752.6562
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan	10.038
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan	10.0374
HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option	16.265
HDFC Nifty 100 Equal Weight Index Fund - Growth Option	16.0127
HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option	15.0102
HDFC NIFTY 100 Index Fund - Growth Option	14.7658
HDFC Nifty 50 Index Fund - Direct Plan	239.6057
HDFC Nifty 50 Index Fund - Growth Plan	234.439
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option	12.2423
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan	12.2861
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option	12.104
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan	12.1508
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option	12.668
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan	12.7208
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option	12.0992
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan	12.1449
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option	12.6235
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan	12.6764
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option	12.6116
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan	12.6651
HDFC Nifty India Digital Index Fund - Growth Option - Direct	8.7637
HDFC Nifty India Digital Index Fund - Growth Option - Regular	8.7443
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option	9.6364
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct	9.6658
HDFC NIFTY Midcap 150 Index Fund - Growth Option	17.5518
HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan	17.7727
HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option	15.7478
HDFC NIFTY Next 50 Index Fund - Growth Option	15.4987
HDFC NIFTY Reality Index Fund - Regular Plan	10.455
HDFC NIFTY Realty Index Fund - Direct Plan	10.5145
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option	11.9207
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan	11.9634
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option	11.8807
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan	11.9189
HDFC NIFTY Smallcap 250 Index Fund - Growth Option	17.7587
HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan	17.98
HDFC Nifty Top 20 Equal Weight Index Fund - Direct	10.3849
HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth	10.3757
HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan	10.15
HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan	10.105
HDFC Nifty100 Quality 30 Index Fund - Direct Plan	10.64
HDFC Nifty100 Quality 30 Index Fund - Regular Plan	10.6269
HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan	10.1915
HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan	10.1298
HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option	17.4889
HDFC NIFTY50 Equal weight Index Fund - Growth Option	17.1455
HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan	9.6335
HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan	9.5982
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth	12.5058
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW	12.5057
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth	12.427
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW	12.4269
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth	11.9259
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW	11.9261
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth	11.8539
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW	11.8541
HSBC NIFTY 50 INDEX FUND - Direct Growth	28.9792
HSBC NIFTY 50 INDEX FUND - Direct IDCW	28.9791
HSBC NIFTY 50 INDEX FUND - Regular Growth	28.4961
HSBC NIFTY 50 INDEX FUND - Regular IDCW	28.4961
HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth	29.2684
HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW	29.2685
HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth	28.6041
HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW	28.6043
ICICI Prudential BSE Sensex Index Fund - Cumulative Option	26.5540
ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option	26.8909
ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option	26.8907
ICICI Prudential BSE Sensex Index Fund - IDCW Option	26.5547
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Annual IDCW	10.3343
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth	10.3343
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Annual IDCW	10.3409
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Growth	10.3409
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Annual IDCW	10.1563
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Annual IDCW	10.1608
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.1608
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth	10.1563
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth	15.6276
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW	15.6262
ICICI Prudential NASDAQ 100 Index Fund - Growth	15.3661
ICICI Prudential NASDAQ 100 Index Fund - IDCW	15.3659
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth	16.5346
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW	16.5321
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth	16.2506
ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW	16.2499
ICICI Prudential Nifty 50 Index Fund - Cumulative Option	248.6400
ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option	258.9860
ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option	34.8279
ICICI Prudential Nifty 50 Index Fund - IDCW Option	33.1246
ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth	10.2230
ICICI Prudential Nifty 500 Index Fund - Direct Plan - IDCW	10.2230
ICICI Prudential Nifty 500 Index Fund - Growth	10.1973
ICICI Prudential Nifty 500 Index Fund - IDCW	10.1974
ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth	18.7768
ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW	18.7767
ICICI Prudential Nifty Auto Index Fund - Growth	18.5158
ICICI Prudential Nifty Auto Index Fund - IDCW	18.5163
ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth	15.8426
ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW	15.8424
ICICI Prudential Nifty Bank Index Fund - Growth	15.5049
ICICI Prudential Nifty Bank Index Fund - IDCW	15.5048
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW	12.6946
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW	12.7576
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth	12.7583
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth	12.6945
ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth	12.9529
ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW	12.9592
ICICI Prudential Nifty IT Index Fund - Growth	12.7642
ICICI Prudential Nifty IT Index Fund - IDCW	12.7645
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth	11.8747
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW	11.8743
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth	11.7948
ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW	11.7947
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth	18.5909
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW	18.5908
ICICI Prudential Nifty Midcap 150 Index Fund - Growth	18.1457
ICICI Prudential Nifty Midcap 150 Index Fund - IDCW	18.1453
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth	61.9759
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW	61.9527
ICICI Prudential Nifty Next 50 Index Fund - Growth	58.8427
ICICI Prudential Nifty Next 50 Index Fund -IDCW	58.8420
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth	16.5332
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW	16.5340
ICICI Prudential Nifty Pharma Index Fund - Growth	16.2780
ICICI Prudential Nifty Pharma Index Fund - IDCW	16.2780
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW	12.3669
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW	12.4551
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth	12.4551
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW	10.1235
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW	9.9460
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth	12.3671
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW	10.1040
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW	9.9457
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW	12.5777
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW	12.6379
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth	12.6376
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth	12.5777
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW	11.9540
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW	12.0123
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth	12.0123
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth	11.9542
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW	12.3012
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW	12.3607
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth	12.3607
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth	12.3011
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth	16.9360
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	16.9354
ICICI Prudential Nifty Smallcap 250 Index Fund - Growth	16.5678
ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW	16.5685
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth	9.3763
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - IDCW	9.3763
ICICI Prudential Nifty200 Value 30 Index Fund - Growth	9.3419
ICICI Prudential Nifty200 Value 30 Index Fund - IDCW	9.3419
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth	16.0988
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW	16.0985
ICICI Prudential Nifty50 Equal Weight Index Fund- Growth	15.8502
ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW	15.8501
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth	10.8305
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - IDCW	10.8305
ICICI Prudential Nifty50 Value 20 Index Fund - Growth	10.7636
ICICI Prudential Nifty50 Value 20 Index Fund - IDCW	10.7636
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth	1192.0181
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - IDCW Payout	1192.0167
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth	1188.1296
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - IDCW Payout	1188.1434
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth	1238.9793
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - IDCW Payout	1238.9803
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth	1235.0379
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - IDCW Payout	1235.021
Kotak  BSE Housing Index Fund - Regular Plan - Growth Option	13.119
Kotak  BSE Housing Index Fund - Regular Plan - IDCW Option	13.119
Kotak BSE Housing Index Fund - Direct Plan - Growth Option	13.246
Kotak BSE Housing Index Fund - Direct Plan - IDCW Option	13.245
Kotak BSE PSU Index Fund - Direct Plan - Growth	8.706
Kotak BSE PSU Index Fund - Direct Plan - IDCW Payout and Reinvestment	8.706
Kotak BSE PSU Index Fund - Regular Plan - Growth	8.66
Kotak BSE PSU Index Fund - Regular Plan - IDCW Payout and Reinvestment	8.66
Kotak BSE Sensex Index Fund - Regular - Growth	10.765
Kotak BSE Sensex Index Fund - Regular - IDCW	10.765
Kotak BSE Sensex Index Fund- Direct - Growth	10.769
Kotak BSE Sensex Index Fund- Direct - IDCW	10.77
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - Growth	10.303
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - IDCW	10.303
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - Growth	10.2976
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - IDCW	10.2976
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option	10.7004
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-IDCW	10.6992
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-GROWTH	10.6846
Kotak CRISIL-IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-IDCW	10.6846
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-Growth	10.1892
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-IDCW	10.1894
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-Growth	10.1841
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-IDCW	10.1841
Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth	10.265
Kotak Nifty 100 Equal Weight index Fund - Direct Plan - IDCW Option	10.265
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth	10.244
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - IDCW Option	10.244
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option	10.576
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - IDCW option	10.576
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - Growth option	10.5125
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - IDCW option	10.5125
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	14.474
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW Payout	14.473
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	14.336
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - IDCW Payout	14.336
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	10.541
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW Option	10.541
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	10.519
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW Option	10.519
Kotak Nifty 50 Index Fund - Direct Plan-Growth	16.251
Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout	16.248
Kotak Nifty 50 Index Fund - Regular Plan-Growth	16.048
Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout	16.048
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund - Direct Plan - Growth option	10.8868
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund - Direct Plan - IDCW option	10.8882
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund - Regular Plan - Growth option	10.868
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund - Regular Plan - IDCW Option	10.8661
Kotak Nifty Commodities Index Fund-Direct Growth	10.887
KOTAK NIFTY COMMODITIES INDEX FUND-DIRECT-IDCW-PAYOUT & REINVESTMENT	10.887
KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR GROWTH	10.881
